2026-09-21 23:04:27,907 - INFO - Test started
2026-09-21 23:04:27,907 - WARNING - This is a warning
2026-09-21 23:04:27,907 - ERROR - This is an error
2026-09-21 23:04:27,907 - CRITICAL - This is a critical message
2026-09-21 23:19:43,064 - INFO - Entering text into: ('id', 'first-name')
2026-09-21 23:19:43,130 - INFO - Entering text into: ('id', 'last-name')
2026-09-21 23:19:43,190 - INFO - Entering text into: ('id', 'postal-code')
2026-09-21 23:19:43,229 - INFO - Clicking element: ('id', 'continue')
2026-09-21 23:19:43,295 - INFO - Getting text from: ('class name', 'title')
2026-09-21 23:19:43,312 - INFO - Getting text from: ('class name', 'inventory_item_name')
2026-09-21 23:19:43,325 - INFO - Clicking element: ('id', 'finish')
2026-09-21 23:19:43,373 - INFO - Getting text from: ('class name', 'complete-header')
2026-09-21 23:25:57,012 - INFO - Entering text into: ('id', 'user-name')
2026-09-21 23:25:57,233 - INFO - Entering text into: ('id', 'password')
2026-09-21 23:25:57,514 - INFO - Clicking element: ('id', 'login-button')
2026-09-21 23:25:57,658 - INFO - Getting text from: ('class name', 'title')
2026-09-21 23:25:57,889 - INFO - Clicking element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-09-21 23:25:57,985 - INFO - Clicking element: ('class name', 'shopping_cart_link')
2026-09-21 23:25:58,073 - INFO - Getting text from: ('class name', 'inventory_item_name')
2026-09-21 23:25:58,098 - INFO - Clicking element: ('id', 'checkout')
2026-09-21 23:25:58,204 - INFO - Entering text into: ('id', 'first-name')
2026-09-21 23:25:58,350 - INFO - Entering text into: ('id', 'last-name')
2026-09-21 23:25:58,438 - INFO - Entering text into: ('id', 'postal-code')
2026-09-21 23:25:58,544 - INFO - Clicking element: ('id', 'continue')
2026-09-21 23:25:58,627 - INFO - Getting text from: ('class name', 'title')
2026-09-21 23:25:58,650 - INFO - Getting text from: ('class name', 'inventory_item_name')
2026-09-21 23:25:58,669 - INFO - Clicking element: ('id', 'finish')
2026-09-21 23:25:58,747 - INFO - Getting text from: ('class name', 'complete-header')
2026-09-21 23:28:27,503 - INFO - Entering text into: ('id', 'user-name')
2026-09-21 23:28:27,581 - INFO - Entering text into: ('id', 'password')
2026-09-21 23:28:27,623 - INFO - Clicking element: ('id', 'login-button')
2026-09-21 23:28:27,694 - INFO - Getting text from: ('class name', 'title')
2026-09-21 23:28:27,759 - INFO - Clicking element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-09-21 23:28:27,818 - INFO - Clicking element: ('class name', 'shopping_cart_link')
2026-09-21 23:28:27,872 - INFO - Getting text from: ('class name', 'inventory_item_name')
2026-09-21 23:28:28,418 - INFO - Clicking element: ('id', 'checkout')
2026-09-21 23:28:28,469 - INFO - Entering text into: ('id', 'first-name')
2026-09-21 23:28:28,515 - INFO - Entering text into: ('id', 'last-name')
2026-09-21 23:28:28,555 - INFO - Entering text into: ('id', 'postal-code')
2026-09-21 23:28:28,594 - INFO - Clicking element: ('id', 'continue')
2026-09-21 23:28:28,651 - INFO - Getting text from: ('class name', 'title')
2026-09-21 23:28:28,671 - INFO - Getting text from: ('class name', 'inventory_item_name')
2026-09-21 23:28:28,683 - INFO - Clicking element: ('id', 'finish')
2026-09-21 23:28:28,732 - INFO - Getting text from: ('class name', 'complete-header')
2026-09-21 23:39:01,722 - INFO - Entering text into: ('id', 'user-name')
2026-09-21 23:39:01,890 - INFO - Entering text into: ('id', 'password')
2026-09-21 23:39:02,014 - INFO - Clicking element: ('id', 'login-button')
2026-09-21 23:39:02,126 - INFO - Getting text from: ('class name', 'title')
2026-09-21 23:39:02,244 - INFO - Clicking element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-09-21 23:39:02,349 - INFO - Clicking element: ('class name', 'shopping_cart_link')
2026-09-21 23:39:02,410 - INFO - Getting text from: ('class name', 'inventory_item_name')
2026-09-21 23:39:02,441 - INFO - Clicking element: ('id', 'checkout')
2026-09-21 23:39:02,500 - INFO - Entering text into: ('id', 'first-name')
2026-09-21 23:39:02,567 - INFO - Entering text into: ('id', 'last-name')
2026-09-21 23:39:02,614 - INFO - Entering text into: ('id', 'postal-code')
2026-09-21 23:39:02,660 - INFO - Clicking element: ('id', 'continue')
2026-09-21 23:39:02,718 - INFO - Getting text from: ('class name', 'title')
2026-09-21 23:39:02,732 - INFO - Getting text from: ('class name', 'inventory_item_name')
2026-09-21 23:39:02,745 - INFO - Clicking element: ('id', 'finish')
2026-09-21 23:39:02,795 - INFO - Getting text from: ('class name', 'complete-header')
2026-09-21 23:39:44,600 - INFO - Entering text into: ('id', 'user-name')
2026-09-21 23:39:44,689 - INFO - Entering text into: ('id', 'password')
2026-09-21 23:39:44,738 - INFO - Clicking element: ('id', 'login-button')
2026-09-21 23:39:44,817 - INFO - Getting text from: ('class name', 'title')
2026-09-21 23:39:44,887 - INFO - Clicking element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-09-21 23:39:44,936 - INFO - Clicking element: ('class name', 'shopping_cart_link')
2026-09-21 23:39:44,989 - INFO - Getting text from: ('class name', 'inventory_item_name')
2026-09-21 23:39:45,016 - INFO - Clicking element: ('id', 'checkout')
2026-09-21 23:39:45,070 - INFO - Entering text into: ('id', 'first-name')
2026-09-21 23:39:45,144 - INFO - Entering text into: ('id', 'last-name')
2026-09-21 23:39:45,207 - INFO - Entering text into: ('id', 'postal-code')
2026-09-21 23:39:45,324 - INFO - Clicking element: ('id', 'continue')
2026-09-21 23:39:45,431 - INFO - Getting text from: ('class name', 'title')
2026-09-21 23:39:45,457 - INFO - Getting text from: ('class name', 'inventory_item_name')
2026-09-21 23:39:45,476 - INFO - Clicking element: ('id', 'finish')
2026-09-21 23:39:45,558 - INFO - Getting text from: ('class name', 'complete-header')
2026-09-21 23:49:10,959 - INFO - Entering text into: ('id', 'user-name')
2026-09-21 23:49:11,092 - INFO - Entering text into: ('id', 'password')
2026-09-21 23:49:11,204 - INFO - Clicking element: ('id', 'login-button')
2026-09-21 23:49:11,312 - INFO - Getting text from: ('class name', 'title')
2026-09-21 23:49:11,433 - INFO - Clicking element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-09-21 23:49:11,542 - INFO - Clicking element: ('class name', 'shopping_cart_link')
2026-09-21 23:49:11,643 - INFO - Getting text from: ('class name', 'inventory_item_name')
2026-09-21 23:49:11,697 - INFO - Clicking element: ('id', 'checkout')
2026-09-21 23:49:11,783 - INFO - Entering text into: ('id', 'first-name')
2026-09-21 23:49:11,865 - INFO - Entering text into: ('id', 'last-name')
2026-09-21 23:49:11,921 - INFO - Entering text into: ('id', 'postal-code')
2026-09-21 23:49:11,974 - INFO - Clicking element: ('id', 'continue')
2026-09-21 23:49:12,041 - INFO - Getting text from: ('class name', 'title')
2026-09-21 23:49:12,056 - INFO - Getting text from: ('class name', 'inventory_item_name')
2026-09-21 23:49:12,070 - INFO - Clicking element: ('id', 'finish')
2026-09-21 23:49:12,122 - INFO - Getting text from: ('class name', 'complete-header')
2026-09-21 23:50:21,416 - INFO - Test started
2026-09-21 23:50:21,416 - WARNING - This is a warning
2026-09-21 23:50:21,416 - ERROR - This is an error
2026-09-21 23:50:21,416 - CRITICAL - This is a critical message
2026-09-21 23:50:23,031 - INFO - Entering text into: ('id', 'user-name')
2026-09-21 23:50:23,148 - INFO - Entering text into: ('id', 'user-name')
2026-09-21 23:50:23,190 - INFO - Entering text into: ('id', 'password')
2026-09-21 23:50:23,283 - INFO - Clicking element: ('id', 'login-button')
2026-09-21 23:50:23,288 - INFO - Entering text into: ('id', 'password')
2026-09-21 23:50:23,368 - INFO - Clicking element: ('id', 'login-button')
2026-09-21 23:50:26,803 - INFO - Entering text into: ('id', 'user-name')
2026-09-21 23:50:27,014 - INFO - Entering text into: ('id', 'password')
2026-09-21 23:50:27,069 - INFO - Clicking element: ('id', 'login-button')
2026-09-21 23:50:28,172 - INFO - Entering text into: ('id', 'user-name')
2026-09-21 23:50:28,258 - INFO - Entering text into: ('id', 'password')
2026-09-21 23:50:28,305 - INFO - Clicking element: ('id', 'login-button')
2026-09-21 23:50:30,442 - INFO - Entering text into: ('id', 'user-name')
2026-09-21 23:50:30,520 - INFO - Entering text into: ('id', 'password')
2026-09-21 23:50:30,572 - INFO - Clicking element: ('id', 'login-button')
2026-09-21 23:50:31,758 - INFO - Entering text into: ('id', 'user-name')
2026-09-21 23:50:31,836 - INFO - Entering text into: ('id', 'password')
2026-09-21 23:50:31,882 - INFO - Clicking element: ('id', 'login-button')
2026-09-21 23:50:33,979 - INFO - Entering text into: ('id', 'user-name')
2026-09-21 23:50:34,072 - INFO - Entering text into: ('id', 'password')
2026-09-21 23:50:34,139 - INFO - Clicking element: ('id', 'login-button')
2026-09-21 23:50:34,281 - INFO - Getting text from: ('class name', 'title')
2026-09-21 23:50:34,343 - INFO - Clicking element: ('id', 'add-to-cart-sauce-labs-backpack')
2026-09-21 23:50:34,412 - INFO - Clicking element: ('class name', 'shopping_cart_link')
2026-09-21 23:50:34,471 - INFO - Getting text from: ('class name', 'inventory_item_name')
2026-09-21 23:50:34,503 - INFO - Clicking element: ('id', 'checkout')
2026-09-21 23:50:34,575 - INFO - Entering text into: ('id', 'first-name')
2026-09-21 23:50:34,638 - INFO - Entering text into: ('id', 'last-name')
2026-09-21 23:50:34,710 - INFO - Entering text into: ('id', 'postal-code')
2026-09-21 23:50:34,783 - INFO - Clicking element: ('id', 'continue')
2026-09-21 23:50:34,879 - INFO - Getting text from: ('class name', 'title')
2026-09-21 23:50:34,916 - INFO - Getting text from: ('class name', 'inventory_item_name')
2026-09-21 23:50:34,941 - INFO - Clicking element: ('id', 'finish')
2026-09-21 23:50:35,027 - INFO - Getting text from: ('class name', 'complete-header')
